date,season,team,opponent team,conference,division,coach,dpa,dps,first downs,site,points,o:points,margin,line,ats margin,total
20130921,2013,LOU,FINT,AAC,1A,Charlie Strong,-6.5,23.5,20,home,72,0,72,-42,30,55
20130921,2013,FINT,LOU,USA,1A,Ron Turner,23.5,-6.5,2,away,0,72,-72,42,-30,55
20130921,2013,LSU,AUB,SEC,1A,Les Miles,2.5,-0.5,16,home,35,21,14,-17,-3,54
20130921,2013,AUB,LSU,SEC,1A,Gus Malzahn,-0.5,2.5,21,away,21,35,-14,17,3,54
20130921,2013,MARY,WVA,ACC,1A,Randy Edsall,-24.5,7.5,17,neutral,37,0,37,-5,32,54
20130921,2013,WVA,MARY,B12,1A,Dana Holgorsen,7.5,-24.5,6,neutral,0,37,-37,5,-32,54
20130921,2013,MAS,VAN,MAC,1AA,None,-17.75,-5.25,17,home,7,24,-17,29.5,12.5,54
20130921,2013,VAN,MAS,SEC,1A,James Franklin,-5.25,-17.75,23,away,24,7,17,-29.5,-12.5,54
20130921,2013,MEM,AKST,AAC,1A,Justin Fuente,-21.25,6.75,23,home,31,7,24,4,28,52.5
20130921,2013,AKST,MEM,SBC,1A,Bryan Harsin,6.75,-21.25,17,away,7,31,-24,-4,-28,52.5
20130921,2013,MIAF,SAVA,ACC,1A,Al Golden,5.5,16,27,home,77,7,70,-59.5,10.5,62.5
20130921,2013,SAVA,MIAF,,,None,16,5.5,8,away,7,77,-70,59.5,-10.5,62.5
20130921,2013,MIAO,CIN,MAC,1A,Don Treadwell,-24.75,-15.25,4,home,0,14,-14,23.5,9.5,54
20130921,2013,CIN,MIAO,AAC,1A,Tommy Tuberville,-15.25,-24.75,24,away,14,0,14,-23.5,-9.5,54
20130921,2013,MIN,SJST,B10,1A,Jerry Kill,0.5,15,25,home,43,24,19,-4.5,14.5,51.5
20130921,2013,SJST,MIN,MWC,1A,Ron Caragher,15,0.5,16,away,24,43,-19,4.5,-14.5,51.5
20130921,2013,MSST,TROY,SEC,1A,Dan Mullen,-15.75,24.75,30,home,62,7,55,-14.5,40.5,60
20130921,2013,TROY,MSST,SBC,1A,Larry Blakeney,24.75,-15.75,11,away,7,62,-55,14.5,-40.5,60
20130921,2013,NEB,SDST,B10,1A,Bo Pelini,-0.25,17.25,34,home,59,20,39,-21.5,17.5,62
20130921,2013,SDST,NEB,MWC,1A,Rocky Long,17.25,-0.25,25,away,20,59,-39,21.5,-17.5,62
20130921,2013,NEV,HAW,MWC,1A,Brian Polian,-14,-0.5,10,home,31,9,22,-8.5,13.5,54.5
20130921,2013,HAW,NEV,MWC,1A,Norm Chow,-0.5,-14,20,away,9,31,-22,8.5,-13.5,54.5
20130921,2013,NIL,EIL,MAC,1A,Rod Carey,7.75,-2.75,31,home,43,39,4,-14.5,-10.5,77
20130921,2013,EIL,NIL,,1AA,None,-2.75,7.75,27,away,39,43,-4,14.5,10.5,77
20130921,2013,NORW,MAIN,B10,1A,Pat Fitzgerald,6.5,-8,20,home,35,21,14,-28.5,-14.5,57.5
20130921,2013,MAIN,NORW,,1AA,None,-8,6.5,23,away,21,35,-14,28.5,14.5,57.5
20130921,2013,NOTD,MCST,IND,1A,Brian Kelly,-6,-6.5,14,home,17,13,4,-4.5,-0.5,42.5
20130921,2013,MCST,NOTD,B10,1A,Mark Dantonio,-6.5,-6,19,away,13,17,-4,4.5,0.5,42.5
20130921,2013,OHST,FAM,B10,1A,Urban Meyer,-1.25,22.75,34,home,76,0,76,-52,24,54.5
20130921,2013,FAM,OHST,,1AA,None,22.75,-1.25,2,away,0,76,-76,52,-24,54.5
20130921,2013,OHU,APEA,MAC,1A,Frank Solich,-6.5,-4,22,home,38,0,38,-35.5,2.5,48.5
20130921,2013,APEA,OHU,,1AA,None,-4,-6.5,13,away,0,38,-38,35.5,-2.5,48.5
20130921,2013,PNST,KEST,B10,1A,Bill OBrien,-15.25,-3.75,27,home,34,0,34,-22.5,11.5,53
20130921,2013,KEST,PNST,MAC,1A,Paul Haynes,-3.75,-15.25,9,away,0,34,-34,22.5,-11.5,53
20130921,2013,RUT,ARK,AAC,1A,Kyle Flood,2.75,4.75,24,home,28,24,4,-2,2,44.5
20130921,2013,ARK,RUT,SEC,1A,Bret Bielema,4.75,2.75,14,away,24,28,-4,2,-2,44.5
20130921,2013,SDST,ORST,MWC,1A,Rocky Long,3.5,7.5,18,home,30,34,-4,8,4,53
20130921,2013,ORST,SDST,P12,1A,Mike Riley,7.5,3.5,22,away,34,30,4,-8,-4,53
20130921,2013,STAN,AZST,P12,1A,David Shaw,5.25,12.25,19,home,42,28,14,-7,7,52.5
20130921,2013,AZST,STAN,P12,1A,Todd Graham,12.25,5.25,20,away,28,42,-14,7,-7,52.5
20130921,2013,SYR,TLN,ACC,1A,Scott Shafer,-1.75,16.25,25,home,52,17,35,-17,18,54.5
20130921,2013,TLN,SYR,USA,1A,Curtis Johnson,16.25,-1.75,18,away,17,52,-35,17,-18,54.5
20130921,2013,TEX,KAST,B12,1A,Mack Brown,-5.5,-2,24,home,31,21,10,-6.5,3.5,59.5
20130921,2013,KAST,TEX,B12,1A,Bill Snyder,-2,-5.5,21,away,21,31,-10,6.5,-3.5,59.5
20130921,2013,TXAM,SMU,SEC,1A,Kevin Sumlin,-12.25,-11.25,27,home,42,13,29,-28,1,78.5
20130921,2013,SMU,TXAM,AAC,1A,June Jones,-11.25,-12.25,25,away,13,42,-29,28,-1,78.5
20130921,2013,TXT,TXST,B12,1A,Kliff Kingsbury,-8.5,-9.5,23,home,33,7,26,-27,-1,58
20130921,2013,TXST,TXT,SBC,1AA,Dennis Franchione,-9.5,-8.5,11,away,7,33,-26,27,1,58
20130921,2013,UAB,NOST,USA,1A,Garrick McGee,6.25,9.75,21,home,52,28,24,-20.5,3.5,64
20130921,2013,NOST,UAB,,1AA,None,9.75,6.25,21,away,28,52,-24,20.5,-3.5,64
20130921,2013,UCLA,NMST,P12,1A,Jim Mora,1.25,3.75,39,home,59,13,46,-43.5,2.5,67
20130921,2013,NMST,UCLA,WAC,1A,Doug Martin,3.75,1.25,21,away,13,59,-46,43.5,-2.5,67
20130921,2013,UNLV,WIL,MWC,1A,Bobby Hauck,-10.75,6.75,23,home,38,7,31,-13.5,17.5,49
20130921,2013,WIL,UNLV,,1AA,None,6.75,-10.75,19,away,7,38,-31,13.5,-17.5,49
20130921,2013,USC,UTST,P12,1A,Lane Kiffin,-7.75,-11.25,17,home,17,14,3,-6.5,-3.5,50
20130921,2013,UTST,USC,MWC,1A,Matt Wells,-11.25,-7.75,13,away,14,17,-3,6.5,3.5,50
20130921,2013,UTEP,UTSA,USA,1A,Sean Kugler,0.75,-15.75,14,home,13,32,-19,2.5,-16.5,60
20130921,2013,UTSA,UTEP,USA,,Larry Coker,-15.75,0.75,19,away,32,13,19,-2.5,16.5,60
20130921,2013,VIR,VMI,ACC,1A,Mike London,-1.5,3,29,home,49,0,49,-44.5,4.5,47.5
20130921,2013,VMI,VIR,,1AA,None,3,-1.5,4,away,0,49,-49,44.5,-4.5,47.5
20130921,2013,VTCH,MRSH,ACC,1A,Frank Beamer,0,-0.5,23,home,29,21,8,-8.5,-0.5,50.5
20130921,2013,MRSH,VTCH,USA,1A,Doc Holliday,-0.5,0,22,away,21,29,-8,8.5,0.5,50.5
20130921,2013,WAS,IDST,P12,1A,Steve Sarkisian,-1,4.5,30,home,56,0,56,-50.5,5.5,52.5
20130921,2013,IDST,WAS,,1AA,None,4.5,-1,12,away,0,56,-56,50.5,-5.5,52.5
20130921,2013,WAST,IDA,P12,1A,Mike Leach,-13.5,-3,21,home,42,0,42,-31.5,10.5,58.5
20130921,2013,IDA,WAST,WAC,1A,Paul Petrino,-3,-13.5,17,away,0,42,-42,31.5,-10.5,58.5
20130921,2013,WIS,PUR,B10,1A,Gary Andersen,-3,5,22,home,41,10,31,-23,8,49
20130921,2013,PUR,WIS,B10,1A,Darrell Hazell,5,-3,12,away,10,41,-31,23,-8,49
20130921,2013,WKY,MORG,SBC,1AA,Bobby Petrino,7.75,14.25,28,home,58,17,41,-34.5,6.5,53
20130921,2013,MORG,WKY,,1AA,None,14.25,7.75,18,away,17,58,-41,34.5,-6.5,53
20130926,2013,GTCH,VTCH,ACC,1A,Paul Johnson,-1,-15,16,home,10,17,-7,-7,-14,43
20130926,2013,VTCH,GTCH,ACC,1A,Frank Beamer,-15,-1,14,away,17,10,7,7,14,43
20130926,2013,TLS,IWST,USA,1A,Bill Blankenship,12.25,-7.75,22,home,21,38,-17,-3,-20,54.5
20130926,2013,IWST,TLS,B12,1A,Paul Rhoads,-7.75,12.25,25,away,38,21,17,3,20,54.5
20130927,2013,BYU,MTEN,IND,1A,Bronco Mendenhall,-7.5,-4,22,home,37,10,27,-23.5,3.5,58.5
20130927,2013,MTEN,BYU,USA,1A,Rick Stockstill,-4,-7.5,13,away,10,37,-27,23.5,-3.5,58.5
20130927,2013,SJST,UTST,MWC,1A,Ron Caragher,4,-14,28,home,12,40,-28,10,-18,62
20130927,2013,UTST,SJST,MWC,1A,Matt Wells,-14,4,32,away,40,12,28,-10,18,62
20130928,2013,ALA,MIS,SEC,1A,Nick Saban,-19.75,-9.75,21,home,25,0,25,-15,10,54.5
20130928,2013,MIS,ALA,SEC,1A,Hugh Freeze,-9.75,-19.75,11,away,0,25,-25,15,-10,54.5
20130928,2013,ARK,TXAM,SEC,1A,Bret Bielema,6,8,23,home,33,45,-12,14,2,64
20130928,2013,TXAM,ARK,SEC,1A,Kevin Sumlin,8,6,26,away,45,33,12,-14,-2,64
20130928,2013,AZST,USC,P12,1A,Todd Graham,18.5,35,26,home,62,41,21,-4.5,16.5,49.5
20130928,2013,USC,AZST,P12,1A,Lane Kiffin,35,18.5,22,away,41,62,-21,4.5,-16.5,49.5
20130928,2013,BALL,TOL,MAC,1A,Pete Lembo,-8.5,-3.5,29,home,31,24,7,-2,5,67
20130928,2013,TOL,BALL,MAC,1A,Matt Campbell,-3.5,-8.5,23,away,24,31,-7,2,-5,67
20130928,2013,BCOL,FLST,ACC,1A,Steve Addazio,9.5,18.5,22,home,34,48,-14,23,9,54
20130928,2013,FLST,BCOL,ACC,1A,Jimbo Fisher,18.5,9.5,24,away,48,34,14,-23,-9,54
20130928,2013,BOIS,SMIS,MWC,1A,Chris Petersen,-7,17.5,30,home,60,7,53,-28.5,24.5,56.5
20130928,2013,SMIS,BOIS,USA,1A,Todd Monken,17.5,-7,15,away,7,60,-53,28.5,-24.5,56.5
20130928,2013,BOWL,AKRON,MAC,1A,Dave Clawson,-5.25,-3.75,22,home,31,14,17,-15.5,1.5,54
20130928,2013,AKRON,BOWL,MAC,1A,None,-3.75,-5.25,19,away,14,31,-17,15.5,-1.5,54
20130928,2013,BUF,CON,MAC,1A,Jeff Quinn,-12.75,17.25,15,home,41,12,29,1,30,48.5
20130928,2013,CON,BUF,AAC,1A,Paul Pasqualoni,17.25,-12.75,14,away,12,41,-29,-1,-30,48.5
20130928,2013,CFL,SCAR,USA,1A,George OLeary,-2.25,1.75,20,home,25,28,-3,7,4,53.5
20130928,2013,SCAR,CFL,SEC,1A,Steve Spurrier,1.75,-2.25,23,away,28,25,3,-7,-4,53.5
20130928,2013,CLEM,WAKE,ACC,1A,Dabo Swinney,-8,12.5,27,home,56,7,49,-28.5,20.5,58.5
20130928,2013,WAKE,CLEM,ACC,1A,Jim Grobe,12.5,-8,14,away,7,56,-49,28.5,-20.5,58.5
20130928,2013,COST,UTEP,MWC,1A,Jim McElwain,22,26,25,home,59,42,17,-13,4,53
20130928,2013,UTEP,COST,USA,1A,Sean Kugler,26,22,28,away,42,59,-17,13,-4,53
20130928,2013,DUKE,TROY,ACC,1A,David Cutcliffe,2.75,-2.25,21,home,38,31,7,-12,-5,68.5
20130928,2013,TROY,DUKE,SBC,1A,Larry Blakeney,-2.25,2.75,29,away,31,38,-7,12,5,68.5
20130928,2013,GEO,LSU,SEC,1A,Mark Richt,12,11.5,28,home,44,41,3,-3.5,-0.5,61.5
20130928,2013,LSU,GEO,SEC,1A,Les Miles,11.5,12,22,away,41,44,-3,3.5,0.5,61.5
20130928,2013,HAW,FRES,MWC,1A,Norm Chow,4,16,21,home,37,42,-5,17,12,59
20130928,2013,FRES,HAW,MWC,1A,Tim DeRuyter,16,4,31,away,42,37,5,-17,-12,59
20130928,2013,IDA,TEM,WAC,1A,Paul Petrino,-7.25,2.25,19,home,26,24,2,7.5,9.5,55
20130928,2013,TEM,IDA,AAC,1A,Matt Rhule,2.25,-7.25,22,away,24,26,-2,-7.5,-9.5,55
20130928,2013,ILL,MIAO,B10,1A,Tim Beckman,2.25,11.25,36,home,50,14,36,-27,9,50.5
20130928,2013,MIAO,ILL,MAC,1A,Don Treadwell,11.25,2.25,14,away,14,50,-36,27,-9,50.5
20130928,2013,KTKY,FLA,SEC,1A,Mark Stoops,-5.5,-10.5,12,home,7,24,-17,12,-5,47
20130928,2013,FLA,KTKY,SEC,1A,Will Muschamp,-10.5,-5.5,22,away,24,7,17,-12,5,47
20130928,2013,LMON,TLN,SBC,1A,Todd Berry,9.75,-19.25,15,home,14,31,-17,-12,-29,54.5
20130928,2013,TLN,LMON,USA,1A,Curtis Johnson,-19.25,9.75,17,away,31,14,17,12,29,54.5
20130928,2013,LTCH,ARMY,USA,1A,Skip Holtz,9.5,-11,20,neutral,16,35,-19,-1.5,-20.5,52.5
20130928,2013,ARMY,LTCH,IND,1A,Rich Ellerson,-11,9.5,28,neutral,35,16,19,1.5,20.5,52.5
20130928,2013,MIN,IOWA,B10,1A,Jerry Kill,-0.5,-14.5,11,home,7,23,-16,2,-14,45
20130928,2013,IOWA,MIN,B10,1A,Kirk Ferentz,-14.5,-0.5,22,away,23,7,16,-2,14,45
20130928,2013,MIZ,AKST,SEC,1A,Gary Pinkel,-1.25,-1.25,23,home,41,19,22,-22,0,62.5
20130928,2013,AKST,MIZ,SBC,1A,Bryan Harsin,-1.25,-1.25,25,away,19,41,-22,22,0,62.5
20130928,2013,NCAR,ECAR,ACC,1A,Larry Fedora,30.75,-5.25,26,home,31,55,-24,-12,-36,60.5
20130928,2013,ECAR,NCAR,USA,1A,Ruffin McNeill,-5.25,30.75,36,away,55,31,24,12,36,60.5
20130928,2013,NCST,CMCH,ACC,1A,Dave Doeren,0,10,19,home,48,14,34,-24,10,52
20130928,2013,CMCH,NCST,MAC,1A,Dan Enos,10,0,13,away,14,48,-34,24,-10,52
20130928,2013,NEV,AIR,MWC,1A,Brian Polian,17.25,9.75,35,home,45,42,3,-10.5,-7.5,60
20130928,2013,AIR,NEV,MWC,1A,Troy Calhoun,9.75,17.25,18,away,42,45,-3,10.5,7.5,60
20130928,2013,NMST,SDST,WAC,1A,Doug Martin,-9.5,-2.5,14,home,16,26,-10,17,7,54
20130928,2013,SDST,NMST,MWC,1A,Rocky Long,-2.5,-9.5,22,away,26,16,10,-17,-7,54
20130928,2013,NMX,UNLV,MWC,1A,Bob Davie,29,15,22,home,42,56,-14,0,-14,54
20130928,2013,UNLV,NMX,MWC,1A,Bobby Hauck,15,29,25,away,56,42,14,0,14,54
20130928,2013,NOTD,OKLA,IND,1A,Brian Kelly,8,-2.5,12,home,21,35,-14,3.5,-10.5,50.5
20130928,2013,OKLA,NOTD,B12,1A,Bob Stoops,-2.5,8,25,away,35,21,14,-3.5,10.5,50.5
20130928,2013,OHST,WIS,B10,1A,Urban Meyer,-0.25,-0.25,21,home,31,24,7,-7,0,55.5
20130928,2013,WIS,OHST,B10,1A,Gary Andersen,-0.25,-0.25,20,away,24,31,-7,7,0,55.5
20130928,2013,ORE,CAL,P12,1A,Mark Helfrich,-6,-4.5,21,home,55,16,39,-37.5,1.5,81.5
20130928,2013,CAL,ORE,P12,1A,Sonny Dykes,-4.5,-6,20,away,16,55,-39,37.5,-1.5,81.5
20130928,2013,ORST,COLO,P12,1A,Mike Riley,-6.5,9,29,home,44,17,27,-11.5,15.5,58.5
20130928,2013,COLO,ORST,P12,1A,Mike MacIntyre,9,-6.5,14,away,17,44,-27,11.5,-15.5,58.5
20130928,2013,PIT,VIR,ACC,1A,Paul Chryst,-19.25,-14.25,11,home,14,3,11,-6,5,50.5
20130928,2013,VIR,PIT,ACC,1A,Mike London,-14.25,-19.25,11,away,3,14,-11,6,-5,50.5
20130928,2013,PUR,NIL,B10,1A,Darrell Hazell,23.75,-3.75,29,home,24,55,-31,3.5,-27.5,59
20130928,2013,NIL,PUR,MAC,1A,Rod Carey,-3.75,23.75,22,away,55,24,31,-3.5,27.5,59
20130928,2013,RICE,FATL,USA,1A,David Bailiff,-6,-15,17,home,18,14,4,-13,-9,53
20130928,2013,FATL,RICE,USA,1A,Carl Pelini,-15,-6,15,away,14,18,-4,13,9,53
20130928,2013,SFL,MIAF,AAC,1A,Willie Taggart,15.75,5.75,13,home,21,49,-28,18,-10,48.5
20130928,2013,MIAF,SFL,ACC,1A,Al Golden,5.75,15.75,22,away,49,21,28,-18,10,48.5
20130928,2013,TCU,SMU,B12,1A,Gary Patterson,1.25,13.75,16,home,48,17,31,-18.5,12.5,50
20130928,2013,SMU,TCU,AAC,1A,June Jones,13.75,1.25,15,away,17,48,-31,18.5,-12.5,50
20130928,2013,TEN,SALA,SEC,1A,Butch Jones,5.25,-5.25,24,home,31,24,7,-17.5,-10.5,55
20130928,2013,SALA,TEN,SBC,1A,Joey Jones,-5.25,5.25,22,away,24,31,-7,17.5,10.5,55
20130928,2013,TXST,WYO,SBC,1AA,Dennis Franchione,-12.75,18.75,19,home,42,21,21,10.5,31.5,57
20130928,2013,WYO,TXST,MWC,1A,Dave Christensen,18.75,-12.75,19,away,21,42,-21,-10.5,-31.5,57
20130928,2013,UTSA,HOU,USA,,Larry Coker,27,-4,27,home,28,59,-31,0,-31,64
20130928,2013,HOU,UTSA,AAC,1A,Tony Levine,-4,27,27,away,59,28,31,0,31,64
20130928,2013,VAN,UAB,SEC,1A,James Franklin,4.75,12.75,23,home,52,24,28,-20,8,58.5
20130928,2013,UAB,VAN,USA,1A,Garrick McGee,12.75,4.75,17,away,24,52,-28,20,-8,58.5
20130928,2013,WAS,ARZ,P12,1A,Steve Sarkisian,-12.5,-4,24,home,31,13,18,-9.5,8.5,60.5
20130928,2013,ARZ,WAS,P12,1A,Rich Rodriguez,-4,-12.5,19,away,13,31,-18,9.5,-8.5,60.5
20130928,2013,WAST,STAN,P12,1A,Mike Leach,26.5,-2,22,neutral,17,55,-38,9.5,-28.5,47.5
20130928,2013,STAN,WAST,P12,1A,David Shaw,-2,26.5,20,neutral,55,17,38,-9.5,28.5,47.5
20130928,2013,WKY,NAVY,SBC,1AA,Bobby Petrino,-24.25,-9.25,23,home,19,7,12,3,15,59.5
20130928,2013,NAVY,WKY,IND,1A,Ken Niumatalolo,-9.25,-24.25,10,away,7,19,-12,-3,-15,59.5
20130928,2013,WMCH,KEST,MAC,1A,PJ Fleck,7,-11,13,home,14,32,-18,0,-18,50
20130928,2013,KEST,WMCH,MAC,1A,Paul Haynes,-11,7,26,away,32,14,18,0,18,50
20130928,2013,WVA,OKST,B12,1A,Dana Holgorsen,-17.25,10.25,20,home,30,21,9,18.5,27.5,58
20130928,2013,OKST,WVA,B12,1A,Mike Gundy,10.25,-17.25,18,away,21,30,-9,-18.5,-27.5,58
20131003,2013,IWST,TEX,B12,1A,Paul Rhoads,-0.5,6,21,home,30,31,-1,7.5,6.5,55.5
20131003,2013,TEX,IWST,B12,1A,Mack Brown,6,-0.5,23,away,31,30,1,-7.5,-6.5,55.5
20131003,2013,LMON,WKY,SBC,1A,Todd Berry,3.25,-10.75,16,home,10,31,-21,7,-14,48.5
20131003,2013,WKY,LMON,SBC,1AA,Bobby Petrino,-10.75,3.25,27,away,31,10,21,-7,14,48.5
20131003,2013,UTAH,UCLA,P12,1A,Kyle Whittingham,0,-1.5,22,home,27,34,-7,5.5,-1.5,62.5
20131003,2013,UCLA,UTAH,P12,1A,Jim Mora,-1.5,0,20,away,34,27,7,-5.5,1.5,62.5
20131004,2013,SDST,NEV,MWC,1A,Rocky Long,17,18,21,home,51,44,7,-6,1,60
20131004,2013,NEV,SDST,MWC,1A,Brian Polian,18,17,33,away,44,51,-7,6,-1,60
20131004,2013,UTST,BYU,MWC,1A,Matt Wells,5.25,-17.25,20,home,14,31,-17,-5.5,-22.5,57
20131004,2013,BYU,UTST,IND,1A,Bronco Mendenhall,-17.25,5.25,18,away,31,14,17,5.5,22.5,57
20131005,2013,AKRON,OHU,MAC,1A,None,12.5,-23.5,14,home,3,43,-40,4,-36,57
20131005,2013,OHU,AKRON,MAC,1A,Frank Solich,-23.5,12.5,22,away,43,3,40,-4,36,57
20131005,2013,ALA,GAST,SEC,1A,Nick Saban,0.75,-12.25,31,home,45,3,42,-55,-13,59.5
20131005,2013,GAST,ALA,SBC,1AA,Trent Miles,-12.25,0.75,9,away,3,45,-42,55,13,59.5
20131005,2013,AUB,MIS,SEC,1A,Gus Malzahn,-7.75,2.75,19,home,30,22,8,2.5,10.5,57
20131005,2013,MIS,AUB,SEC,1A,Hugh Freeze,2.75,-7.75,24,away,22,30,-8,-2.5,-10.5,57
20131005,2013,BAY,WVA,B12,1A,Art Briles,21.25,23.75,38,home,73,42,31,-28.5,2.5,70
20131005,2013,WVA,BAY,B12,1A,Dana Holgorsen,23.75,21.25,21,away,42,73,-31,28.5,-2.5,70
20131005,2013,BCOL,ARMY,ACC,1A,Steve Addazio,8.25,16.25,21,home,48,27,21,-13,8,50.5
20131005,2013,ARMY,BCOL,IND,1A,Rich Ellerson,16.25,8.25,23,away,27,48,-21,13,-8,50.5
20131005,2013,BOWL,MAS,MAC,1A,Dave Clawson,-5.25,-10.75,21,home,28,7,21,-26.5,-5.5,51
20131005,2013,MAS,BOWL,MAC,1AA,None,-10.75,-5.25,15,away,7,28,-21,26.5,5.5,51
20131005,2013,BUF,EMCH,MAC,1A,Jeff Quinn,-6.25,8.25,24,home,42,14,28,-13.5,14.5,54
20131005,2013,EMCH,BUF,MAC,1A,Ron English,8.25,-6.25,17,away,14,42,-28,13.5,-14.5,54
20131005,2013,CAL,WAST,P12,1A,Sonny Dykes,10,-10.5,26,home,22,44,-22,1.5,-20.5,66.5
20131005,2013,WAST,CAL,P12,1A,Mike Leach,-10.5,10,27,away,44,22,22,-1.5,20.5,66.5
20131005,2013,COLO,ORE,P12,1A,Mike MacIntyre,2.75,0.25,15,home,16,57,-41,38.5,-2.5,70
20131005,2013,ORE,COLO,P12,1A,Mark Helfrich,0.25,2.75,31,away,57,16,41,-38.5,2.5,70
20131005,2013,FLA,ARK,SEC,1A,Will Muschamp,-4.25,3.25,17,home,30,10,20,-12.5,7.5,41
20131005,2013,ARK,FLA,SEC,1A,Bret Bielema,3.25,-4.25,17,away,10,30,-20,12.5,-7.5,41
20131005,2013,FLST,MARY,ACC,1A,Jimbo Fisher,-19.75,25.75,33,home,63,0,63,-17.5,45.5,57
20131005,2013,MARY,FLST,ACC,1A,Randy Edsall,25.75,-19.75,9,away,0,63,-63,17.5,-45.5,57
20131005,2013,HAW,SJST,MWC,1A,Norm Chow,6.25,0.75,22,home,27,37,-10,4.5,-5.5,57
20131005,2013,SJST,HAW,MWC,1A,Ron Caragher,0.75,6.25,23,away,37,27,10,-4.5,5.5,57
20131005,2013,IDA,FRES,WAC,1A,Paul Petrino,13.5,-6,18,home,14,61,-47,27.5,-19.5,67.5
20131005,2013,FRES,IDA,MWC,1A,Tim DeRuyter,-6,13.5,39,away,61,14,47,-27.5,19.5,67.5
20131005,2013,IND,PNST,B10,1A,Kevin Wilson,-10.5,13,23,home,44,24,20,3.5,23.5,65.5
20131005,2013,PNST,IND,B10,1A,Bill OBrien,13,-10.5,27,away,24,44,-20,-3.5,-23.5,65.5
20131005,2013,IOWA,MCST,B10,1A,Kirk Ferentz,7,-5,13,home,14,26,-12,0,-12,38
20131005,2013,MCST,IOWA,B10,1A,Mark Dantonio,-5,7,20,away,26,14,12,0,12,38
20131005,2013,KAN,TXT,B12,1A,Charlie Weis,17.5,-3.5,15,home,16,54,-38,17,-21,56
20131005,2013,TXT,KAN,B12,1A,Kliff Kingsbury,-3.5,17.5,31,away,54,16,38,-17,21,56
20131005,2013,KEST,NIL,MAC,1A,Paul Haynes,2,-3.5,15,home,24,38,-14,8.5,-5.5,63.5
20131005,2013,NIL,KEST,MAC,1A,Rod Carey,-3.5,2,36,away,38,24,14,-8.5,5.5,63.5
20131005,2013,LLAF,TXST,SBC,1A,Mark Hudspeth,2,15,25,home,48,24,24,-11,13,55
20131005,2013,TXST,LLAF,SBC,1AA,Dennis Franchione,15,2,11,away,24,48,-24,11,-13,55
20131005,2013,MEM,CFL,AAC,1A,Justin Fuente,-4.75,-2.25,25,home,17,24,-7,9.5,2.5,48
20131005,2013,CFL,MEM,USA,1A,George OLeary,-2.25,-4.75,16,away,24,17,7,-9.5,-2.5,48
20131005,2013,MIAF,GTCH,ACC,1A,Al Golden,5,14,22,home,45,30,15,-6,9,56
20131005,2013,GTCH,MIAF,ACC,1A,Paul Johnson,14,5,23,away,30,45,-15,6,-9,56
20131005,2013,MIAO,CMCH,MAC,1A,Don Treadwell,-4,-13,16,home,9,21,-12,3,-9,47
20131005,2013,CMCH,MIAO,MAC,1A,Dan Enos,-13,-4,18,away,21,9,12,-3,9,47
20131005,2013,MICH,MIN,B10,1A,Brady Hoke,-2,7,17,home,42,13,29,-20,9,50
20131005,2013,MIN,MICH,B10,1A,Jerry Kill,7,-2,16,away,13,42,-29,20,-9,50
20131005,2013,MRSH,UTSA,USA,1A,Doc Holliday,-15.25,-6.25,23,home,34,10,24,-15,9,65.5
20131005,2013,UTSA,MRSH,USA,,Larry Coker,-6.25,-15.25,16,away,10,34,-24,15,-9,65.5
20131005,2013,MSST,LSU,SEC,1A,Dan Mullen,27.5,2.5,23,home,26,59,-33,8,-25,55
20131005,2013,LSU,MSST,SEC,1A,Les Miles,2.5,27.5,27,away,59,26,33,-8,25,55
20131005,2013,MTEN,ECAR,USA,1A,Rick Stockstill,-11.25,-10.75,20,home,17,24,-7,7.5,0.5,63
20131005,2013,ECAR,MTEN,USA,1A,Ruffin McNeill,-10.75,-11.25,33,away,24,17,7,-7.5,-0.5,63
20131005,2013,NAVY,AIR,IND,1A,Ken Niumatalolo,-10.75,-5.75,18,home,28,10,18,-13,5,54.5
20131005,2013,AIR,NAVY,MWC,1A,Troy Calhoun,-5.75,-10.75,19,away,10,28,-18,13,-5,54.5
20131005,2013,NEB,ILL,B10,1A,Bo Pelini,-6.5,4,24,home,39,19,20,-9.5,10.5,60.5
20131005,2013,ILL,NEB,B10,1A,Tim Beckman,4,-6.5,24,away,19,39,-20,9.5,-10.5,60.5
20131005,2013,NMX,NMST,MWC,1A,Bob Davie,-8.25,29.75,24,home,66,17,49,-11,38,61.5
20131005,2013,NMST,NMX,WAC,1A,Doug Martin,29.75,-8.25,19,away,17,66,-49,11,-38,61.5
20131005,2013,NORW,OHST,B10,1A,Pat Fitzgerald,7,3.5,20,home,30,40,-10,6.5,-3.5,59.5
20131005,2013,OHST,NORW,B10,1A,Urban Meyer,3.5,7,25,away,40,30,10,-6.5,3.5,59.5
20131005,2013,NOTD,AZST,IND,1A,Brian Kelly,-0.5,8.5,23,neutral,37,34,3,6,9,63
20131005,2013,AZST,NOTD,P12,1A,Todd Graham,8.5,-0.5,22,neutral,34,37,-3,-6,-9,63
20131005,2013,OKLA,TCU,B12,1A,Bob Stoops,-2,-7.5,20,home,20,17,3,-8.5,-5.5,46.5
20131005,2013,TCU,OKLA,B12,1A,Gary Patterson,-7.5,-2,10,away,17,20,-3,8.5,5.5,46.5
20131005,2013,OKST,KAST,B12,1A,Mike Gundy,5.5,-4,19,home,33,29,4,-13.5,-9.5,60.5
